RankinBoxOffice,TitleinBoxOffice,Title,Year,imdbID,imdbRating,imdbVotes,Type,Website,Writer,Runtime,Response,Released,Ratings,Rated,Production,Poster,Plot,Metascore,Language,Genre,Director,DVD,Country,BoxOffice,Awards,Actors
105,Keanu,Keanu,2016,tt4139124,6.3,"34,932",movie,http://keanumovie.com/,Jordan Peele| Alex Rubens| Jamie Schaecher (gag writer),100 min,True,29 Apr 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.3/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '77%'}| {'Source': 'Metacritic'| 'Value': '63/100'}],R,Warner Bros. Pictures,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwODA0NzQxMl5BMl5BanBnXkFtZTgwNzUyMjY3ODE@._V1_SX300.jpg,"When an L.A. drug kingpin's kitten unexpectedly enters the life of two cousins, they will have to go through gangs, hitmen and drug dealers who claim him in order to get him back.",63,English,Action| Comedy,Peter Atencio,02 Aug 2016,USA,N/A,5 wins & 5 nominations.,Jordan Peele| Keegan-Michael Key| Tiffany Haddish| Method Man
107,Nine Lives (2016),error
109,The Choice,The Choice,2016,tt3797868,6.6,"23,611",movie,N/A,Bryan Sipe (screenplay)| Nicholas Sparks (novel),111 min,True,05 Feb 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.6/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '11%'}| {'Source': 'Metacritic'| 'Value': '26/100'}],PG-13,Lionsgate Films,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMDA2ODcxMV5BMl5BanBnXkFtZTgwODMzOTMzNzE@._V1_SX300.jpg,Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.,26,English,Drama| Romance,Ross Katz,03 May 2016,USA,"$15,285,347",3 nominations.,Benjamin Walker| Teresa Palmer| Maggie Grace| Alexandra Daddario
111,Bad Santa 2,Bad Santa 2,2016,tt1798603,5.5,"13,475",movie,http://www.badsanta2.com/,Johnny Rosenthal| Shauna Cross| Glenn Ficarra (based on characters created by)| John Requa (based on characters created by),92 min,True,23 Nov 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.5/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '23%'}| {'Source': 'Metacritic'| 'Value': '38/100'}],R,Miramax/Broad Green,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2MjE5Mzc4OF5BMl5BanBnXkFtZTgwMjc3NjEyMDI@._V1_SX300.jpg,"Fueled by cheap whiskey, greed and hatred, Willie teams up once again with his angry little sidekick, Marcus, to knock off a Chicago charity on Christmas Eve.",38,English,Comedy| Crime| Drama,Mark Waters,21 Feb 2017,USA,"$17,664,973",1 win & 2 nominations.,Billy Bob Thornton| Kathy Bates| Tony Cox| Christina Hendricks
113,Norm of the North,Norm of the North,2016,tt1594972,3.6,"6,994",movie,https://www.facebook.com/NormOfTheNorthMovie,Daniel Altiere| Steven Altiere| Malcolm T. Goldman,90 min,True,15 Jan 2016,[{'Source': 'Internet Movie Database'| 'Value': '3.6/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '9%'}| {'Source': 'Metacritic'| 'Value': '21/100'}],PG,Lionsgate,https://images-na.ssl-images-amazon.com/images/M/MV5BNTY4MDk4Mjc4NV5BMl5BanBnXkFtZTgwNzg4OTk0NzE@._V1_SX300.jpg,"When a real estate development invades his Arctic home, Norm and his three lemming friends head to New York City, where Norm becomes the mascot of the corporation in an attempt to bring it down from the inside and protect his homeland.",21,English,Animation| Adventure| Comedy,Trevor Wall,19 Apr 2016,"USA, India","$12,320,716",N/A,Rob Schneider| Heather Graham| Ken Jeong| Bill Nighy
115,Eddie the Eagle,Eddie the Eagle,2016,tt1083452,7.4,"61,741",movie,http://www.foxmovies.com/movies/eddie-the-eagle,Sean Macaulay (screenplay)| Simon Kelton (screenplay)| Simon Kelton (story),106 min,True,26 Feb 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.4/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '81%'}| {'Source': 'Metacritic'| 'Value': '54/100'}],PG-13,20th Century Fox,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxOTc5MTU1NF5BMl5BanBnXkFtZTgwODYyNTA1NzE@._V1_SX300.jpg,"The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.",54,"English, German, Norwegian",Biography| Comedy| Drama,Dexter Fletcher,14 Jun 2016,"UK, Germany, USA","$20,047,049",2 wins & 9 nominations.,Tom Costello| Jo Hartley| Keith Allen| Dickon Tolson
117,Keeping Up with the Joneses,Keeping Up with the Joneses,2016,tt2387499,5.9,"41,162",movie,http://www.jonesesmovie.com/,Michael LeSieur,105 min,True,21 Oct 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.9/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '19%'}| {'Source': 'Metacritic'| 'Value': '34/100'}],PG-13,20th Century Fox,https://images-na.ssl-images-amazon.com/images/M/MV5BNDU2OTU1NzE2Ml5BMl5BanBnXkFtZTgwMDQzMzgwMDI@._V1_SX300.jpg,A suburban couple becomes embroiled in an international espionage plot when they discover that their seemingly perfect new neighbors are government spies.,34,"Mandarin, English, Hebrew",Action| Comedy,Greg Mottola,17 Jan 2017,USA,"$14,896,798",2 nominations.,Zach Galifianakis| Isla Fisher| Jon Hamm| Gal Gadot
119,Room,The Disappointments Room,2016,tt2364897,3.9,"6,405",movie,https://www.facebook.com/TheDisappointmentsRoomMovie/,Wentworth Miller| D.J. Caruso,85 min,True,09 Sep 2016,[{'Source': 'Internet Movie Database'| 'Value': '3.9/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '0%'}| {'Source': 'Metacritic'| 'Value': '31/100'}],R,Relativity Studios,https://images-na.ssl-images-amazon.com/images/M/MV5BMTE0MTE3MzI4ODFeQTJeQWpwZ15BbWU4MDI1MDI0ODkx._V1_SX300.jpg,A mother and her young son release unimaginable horrors from the attic of their rural dream home.,31,English,Drama| Horror| Thriller,D.J. Caruso,20 Dec 2016,USA,"$2,411,580",1 nomination.,Kate Beckinsale| Mel Raido| Duncan Joiner| Lucas Till
121,The Edge of Seventeen,The Edge of Seventeen,2016,tt1878870,7.4,"61,452",movie,http://stxmovies.com/theedgeofseventeen/,Kelly Fremon Craig,104 min,True,18 Nov 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.4/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '95%'}| {'Source': 'Metacritic'| 'Value': '77/100'}],R,STX Entertainment,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1NTM1NTQ1OF5BMl5BanBnXkFtZTgwNTk4MTM2MDI@._V1_SX300.jpg,"High-school life gets even more unbearable for Nadine when her best friend, Krista, starts dating her older brother.",77,English,Comedy| Drama,Kelly Fremon Craig,14 Feb 2017,"USA, China","$14,260,193",Nominated for 1 Golden Globe. Another 4 wins & 25 nominations.,Hailee Steinfeld| Haley Lu Richardson| Blake Jenner| Kyra Sedgwick
123,Hillary's America: The Secret History of the Democratic Party,Hillary's America: The Secret History of the Democratic Party,2016,tt5646136,5.5,"5,131",movie,http://hillarysamericathemovie.com/,Dinesh D'Souza| Bruce Schooley,106 min,True,22 Jul 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.5/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '4%'}| {'Source': 'Metacritic'| 'Value': '2/100'}],PG-13,D'Sousa Media Corporation,https://images-na.ssl-images-amazon.com/images/M/MV5BZjA0YzY5MDMtMzUxYS00ZWViLTg3NzMtMGM0YTEzZTljZGRhXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,Documentarian Dinesh D'Souza analyzes the history of the Democratic Party and what he thinks are Hillary Clinton's true motivations.,2,English,Documentary,Dinesh D'Souza| Bruce Schooley,11 Oct 2016,USA,"$13,096,535",4 wins & 1 nomination.,Dinesh D'Souza| Jonah Goldberg| Andrea Cohen| Peter Schweizer
125,Triple 9,Triple 9,2016,tt1712261,6.3,"52,448",movie,http://triple9movie.com/,Matt Cook,115 min,True,26 Feb 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.3/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '53%'}| {'Source': 'Metacritic'| 'Value': '52/100'}],R,Open Road Films,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NDcxMzczMV5BMl5BanBnXkFtZTgwODkxNTUwODE@._V1_SX300.jpg,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,52,"English, Spanish, Russian",Action| Crime| Drama,John Hillcoat,31 May 2016,USA,N/A,4 nominations.,Chiwetel Ejiofor| Casey Affleck| Anthony Mackie| Woody Harrelson
127,Fifty Shades of Black,Fifty Shades of Black,2016,tt4667094,3.5,"14,165",movie,http://50shadesofblackmovie.com/,Marlon Wayans| Rick Alvarez,92 min,True,29 Jan 2016,[{'Source': 'Internet Movie Database'| 'Value': '3.5/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '7%'}| {'Source': 'Metacritic'| 'Value': '28/100'}],R,Open Road Films,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3MTg3MzY4OV5BMl5BanBnXkFtZTgwNTI4MzM1NzE@._V1_SX300.jpg,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,28,English,Comedy,Michael Tiddes,19 Apr 2016,USA,N/A,1 win & 4 nominations.,Marlon Wayans| Kali Hawk| Fred Willard| Mike Epps
129,Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,2016,tt1374989,5.8,"38,230",movie,N/A,Burr Steers (screenplay)| Jane Austen (Quirk Books novel)| Seth Grahame-Smith (Quirk Books novel),108 min,True,05 Feb 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.8/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '43%'}| {'Source': 'Metacritic'| 'Value': '45/100'}],PG-13,Sony Pictures,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MzA3NzYxMl5BMl5BanBnXkFtZTgwMzQ0NDA5NzE@._V1_SX300.jpg,Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,45,"English, Japanese, Chinese",Action| Horror| Romance,Burr Steers,31 May 2016,"USA, UK","$8,639,097",1 win & 3 nominations.,Lily James| Sam Riley| Bella Heathcote| Ellie Bamber
131,Nocturnal Animals,Nocturnal Animals,2016,tt4550098,7.5,"158,310",movie,N/A,Tom Ford (screenplay by)| Austin Wright (novel),116 min,True,09 Dec 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.5/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '73%'}| {'Source': 'Metacritic'| 'Value': '67/100'}],R,Focus Features,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMzMwMzgxNl5BMl5BanBnXkFtZTgwMTA0MTUzMDI@._V1_SX300.jpg,"A wealthy art gallery owner receives a draft of her ex-husband's new novel, and once she starts reading it she just cannot put it down.",67,English,Crime| Drama| Romance,Tom Ford,21 Feb 2017,USA,"$10,639,114",Nominated for 1 Oscar. Another 16 wins & 131 nominations.,Amy Adams| Jake Gyllenhaal| Michael Shannon| Aaron Taylor-Johnson
133,The Perfect Match,The Perfect Match,2016,tt4871980,4.9,"2,494",movie,N/A,Brandon Broussard| Gary Hardwick| Hudson Obayuwana| Jana Savage| Dana Verde (screenplay by),96 min,True,11 Mar 2016,[{'Source': 'Internet Movie Database'| 'Value': '4.9/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '27%'}| {'Source': 'Metacritic'| 'Value': '41/100'}],R,Jorva Entertainment Productions,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2NDY5NDUzMV5BMl5BanBnXkFtZTgwMTEyNDQ3NzE@._V1_SX300.jpg,"A playboy named Charlie, convinced that all his relationships are dead, meets the beautiful and mysterious Eva. Agreeing to a casual affair, Charlie then wants a bit more from their relationship.",41,English,Comedy| Romance,Bille Woodruff,19 Jul 2016,USA,"$7,428,856",N/A,Terrence Jenkins| Cassie Ventura| Donald Faison| Dascha Polanco
135,Hardcore Henry,error
137,Queen of Katwe,Queen of Katwe,2016,tt4341582,7.4,"9,338",movie,N/A,William Wheeler (screenplay by)| Tim Crothers (based on the ESPN Magazine article and book by),124 min,True,30 Sep 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.4/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '93%'}| {'Source': 'Metacritic'| 'Value': '73/100'}],PG,Walt Disney Studios,https://images-na.ssl-images-amazon.com/images/M/MV5BNzQ0MDg2NTY4N15BMl5BanBnXkFtZTgwOTk2NzU3OTE@._V1_SX300.jpg,A Ugandan girl sees her world rapidly change after being introduced to the game of chess.,73,English,Biography| Drama| Sport,Mira Nair,N/A,USA,"$8,874,389",2 wins & 18 nominations.,Madina Nalwanga| David Oyelowo| Lupita Nyong'o| Martin Kabanza
139,The Wild Life (2016),error
141,The Brothers Grimsby,The Brothers Grimsby,2016,tt3381008,6.2,"68,347",movie,N/A,Sacha Baron Cohen (story by)| Phil Johnston (story by)| Sacha Baron Cohen (screenplay by)| Phil Johnston (screenplay by)| Peter Baynham (screenplay by),83 min,True,11 Mar 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.2/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '37%'}| {'Source': 'Metacritic'| 'Value': '44/100'}],R,Big Talk Productions,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0NTE3MjMwNV5BMl5BanBnXkFtZTgwMDc5NjQxODE@._V1_SX300.jpg,A new assignment forces a top spy to team up with his football hooligan brother.,44,"English, Ukrainian",Action| Adventure| Comedy,Louis Leterrier,21 Jun 2016,"UK, Australia, USA",N/A,1 nomination.,Sacha Baron Cohen| Rebel Wilson| Freddie Crowder| Jon-Jon Lockwood
143,Southside with You,Southside with You,2016,tt4258698,6.6,"6,956",movie,http://www.southsidewithyou.com,Richard Tanne,84 min,True,26 Aug 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.6/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '92%'}| {'Source': 'Metacritic'| 'Value': '74/100'}],PG-13,Miramax and Roadside Attractions,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3MTQ3NzE5NV5BMl5BanBnXkFtZTgwMjgzOTMxOTE@._V1_SX300.jpg,"The film chronicles the summer 1989 afternoon when the future President of the United States, Barack Obama, wooed his future First Lady, Michelle Obama, on a first date across Chicago's South Side.",74,English,Biography| Drama| History,Richard Tanne,13 Dec 2016,USA,"$6,303,853",1 win & 12 nominations.,Tika Sumpter| Parker Sawyers| Vanessa Bell Calloway| Phillip Edward Van Lear
145,Incarnate,Incarnate,2016,tt3216348,5.2,"8,041",movie,N/A,Ronnie Christensen,91 min,True,02 Dec 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.2/10'}| {'Source': 'Metacritic'| 'Value': '30/100'}],PG-13,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BOTI4NDkxMTAxM15BMl5BanBnXkFtZTgwMzU1Mzk5OTE@._V1_SX300.jpg,"A scientist with the ability to enter the subconscious minds of the possessed must save a young boy from the grips of a demon with powers never seen before, while facing the horrors of his past.",30,English,Horror| Thriller,Brad Peyton,N/A,USA,N/A,N/A,Aaron Eckhart| Carice van Houten| Catalina Sandino Moreno| David Mazouz
147,Swiss Army Man,Swiss Army Man,2016,tt4034354,7.0,"71,354",movie,http://swissarmyman.com/,Daniel Scheinert| Dan Kwan,97 min,True,01 Jul 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.0/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '69%'}| {'Source': 'Metacritic'| 'Value': '64/100'}],R,Blackbird Films,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0OTEyMjM1OF5BMl5BanBnXkFtZTgwMzMzODM4ODE@._V1_SX300.jpg,A hopeless man stranded on a deserted island befriends a dead body and together they go on a surreal journey to get home.,64,English,Adventure| Comedy| Drama,Dan Kwan| Daniel Scheinert,04 Oct 2016,"USA, Sweden","$4,208,879",6 wins & 28 nominations.,Paul Dano| Daniel Radcliffe| Mary Elizabeth Winstead| Antonia Ribero
149,Morgan,Morgan,2016,tt4520364,5.8,"28,364",movie,http://www.foxmovies.com/movies/morgan,Seth W. Owen,92 min,True,02 Sep 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.8/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '39%'}| {'Source': 'Metacritic'| 'Value': '48/100'}],R,Scott Free Films,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MjYyNDkxN15BMl5BanBnXkFtZTgwMTgxODAwOTE@._V1_SX300.jpg,A corporate risk-management consultant must decide whether or not to terminate an artificially created humanoid being.,48,English,Action| Horror| Sci-Fi,Luke Scott,13 Dec 2016,USA,"$3,912,052",2 nominations.,Kate Mara| Anya Taylor-Joy| Rose Leslie| Michael Yare
151,Batman: The Killing Joke,Batman: The Killing Joke,2016,tt4853102,6.5,"36,880",movie,N/A,Brian Azzarello| Brian Bolland (based on the graphic novel illustrated by)| Bob Kane (Batman created by)| Bill Finger (Batman created by),76 min,True,25 Jul 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.5/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '45%'}],R,The Answer Studio,https://images-na.ssl-images-amazon.com/images/M/MV5BMTdjZTliODYtNWExMi00NjQ1LWIzN2MtN2Q5NTg5NTk3NzliL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness.",N/A,English,Animation| Action| Crime,Sam Liu,02 Aug 2016,USA,"$442,331",1 win & 2 nominations.,Kevin Conroy| Mark Hamill| Tara Strong| Ray Wise
153,Miss Sloane,Miss Sloane,2016,tt4540710,7.4,"30,204",movie,http://misssloanemovie.com/,Jonathan Perera,132 min,True,09 Dec 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.4/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '75%'}| {'Source': 'Metacritic'| 'Value': '64/100'}],R,EuropaCorp,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAyODY4Njc4MjBeQTJeQWpwZ15BbWU4MDI0NTIzMDAy._V1_SX300.jpg,"In the high-stakes world of political power-brokers, Elizabeth Sloane is the most sought after and formidable lobbyist in D.C. But when taking on the most powerful opponent of her career, she finds winning may come at too high a price.",64,English,Drama| Thriller,John Madden,21 Mar 2017,"France, USA","$3,439,171",Nominated for 1 Golden Globe. Another 4 nominations.,Jessica Chastain| Mark Strong| Alison Pill| Gugu Mbatha-Raw
155,The Disappointments Room,The Disappointments Room,2016,tt2364897,3.9,"6,405",movie,https://www.facebook.com/TheDisappointmentsRoomMovie/,Wentworth Miller| D.J. Caruso,85 min,True,09 Sep 2016,[{'Source': 'Internet Movie Database'| 'Value': '3.9/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '0%'}| {'Source': 'Metacritic'| 'Value': '31/100'}],R,Relativity Studios,https://images-na.ssl-images-amazon.com/images/M/MV5BMTE0MTE3MzI4ODFeQTJeQWpwZ15BbWU4MDI1MDI0ODkx._V1_SX300.jpg,A mother and her young son release unimaginable horrors from the attic of their rural dream home.,31,English,Drama| Horror| Thriller,D.J. Caruso,20 Dec 2016,USA,"$2,411,580",1 nomination.,Kate Beckinsale| Mel Raido| Duncan Joiner| Lucas Till
157,Demolition,The Demolition of Truth-Psychologists Examine 9/11,2016,tt6078458,N/A,N/A,movie,N/A,N/A,108 min,True,01 Sep 2016,[],N/A,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMWYzOGEzNTktZGQyMi00NWY1LWEwOGMtM2JiZjFhYzExOGUxXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,"Respected social scientists examine America's cognitive dissonance. Our inability to reconcile the observable facts and science of 9/11 with our governments lazy, sloppy explanations. Our ...",N/A,N/A,Documentary,Charles Ewing Smith,N/A,USA,N/A,N/A,Edward Asner| Robert Bowman| George Bush| David Chandler
159,I Saw the Light,error
161,The Neon Demon,The Neon Demon,2016,tt1974419,6.2,"58,418",movie,http://theneondemon.com/,Nicolas Winding Refn (story by)| Nicolas Winding Refn (screenplay by)| Mary Laws (screenplay by)| Polly Stenham (screenplay by),118 min,True,24 Jun 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.2/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '57%'}| {'Source': 'Metacritic'| 'Value': '51/100'}],R,Space Rocket Nation,https://images-na.ssl-images-amazon.com/images/M/MV5BNTAyOTkxNTQ3NV5BMl5BanBnXkFtZTgwMjQ1NzQxOTE@._V1_SX300.jpg,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",51,English,Horror| Thriller,Nicolas Winding Refn,27 Sep 2016,"Denmark, France, USA",N/A,16 wins & 33 nominations.,Elle Fanning| Karl Glusman| Jena Malone| Bella Heathcote
163,The Bronze,error
102,Free State of Jones,Free State of Jones,2016,tt1124037,6.9,"35,159",movie,http://stxmovies.com/freestateofjones/,Gary Ross (screenplay by)| Leonard Hartman (story)| Gary Ross (story),139 min,True,24 Jun 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.9/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '46%'}| {'Source': 'Metacritic'| 'Value': '53/100'}],R,STX Entertainment,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4NTYyMTcwNTFeQTJeQWpwZ15BbWU4MDI0NTg0MDkx._V1_SX300.jpg,A disillusioned Confederate army deserter returns to Mississippi and leads a militia of fellow deserters and women in an uprising against the corrupt local Confederate government.,53,English,Action| Biography| Drama,Gary Ross,20 Sep 2016,USA,N/A,3 wins & 4 nominations.,Matthew McConaughey| Gugu Mbatha-Raw| Mahershala Ali| Keri Russell
104,God's Not Dead 2,God's Not Dead 2,2016,tt4824308,4.3,"8,187",movie,http://godsnotdeadthemovie.com/,Chuck Konzelman| Cary Solomon,120 min,True,01 Apr 2016,[{'Source': 'Internet Movie Database'| 'Value': '4.3/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '9%'}| {'Source': 'Metacritic'| 'Value': '22/100'}],PG,Pure Fix,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxNTExMDk4NF5BMl5BanBnXkFtZTgwODM0MDczNzE@._V1_SX300.jpg,"When a high school teacher is asked a question in class about Jesus, her response lands her in deep trouble.",22,English,Drama,Harold Cronk,16 Aug 2016,USA,N/A,N/A,Maria Canals-Barrera| Pat Boone| Robin Givens| Melissa Joan Hart
106,Middle School: The Worst Years of My Life,Middle School: The Worst Years of My Life,2016,tt4981636,6.1,"4,707",movie,http://middleschoolmovie.com/,Chris Bowman (screenplay by)| Hubbel Palmer (screenplay by)| Kara Holden (screenplay by)| James Patterson (based on the book by)| Chris Tebbetts (based on the book by),92 min,True,07 Oct 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.1/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '58%'}| {'Source': 'Metacritic'| 'Value': '51/100'}],PG,James Patterson Entertainment,https://images-na.ssl-images-amazon.com/images/M/MV5BNjQzMTczNjI0Ml5BMl5BanBnXkFtZTgwODY5MTY5OTE@._V1_SX300.jpg,"After his principal (Andy Daly) destroys his sketchbook, Rafe (Griffin Gluck) and his best friend Leo (Thomas Barbusca) decide to ""destroy his book"" and break every rule in the school's Code of Conduct.",51,"English, Khmer",Animation| Comedy| Family,Steve Carr,03 Jan 2017,"USA, Cambodia","$19,985,196",4 nominations.,Griffin Gluck| Lauren Graham| Alexa Nisenson| Andrew Daly
108,Race (2016),error
110,Eye in the Sky,Eye in the Sky: Perspectives,2016,tt5916886,N/A,N/A,movie,N/A,N/A,2 min,True,28 Jun 2016,[],N/A,N/A,N/A,N/A,N/A,English,Short,N/A,N/A,USA,N/A,N/A,Colin Firth| Gavin Hood| Helen Mirren
112,Masterminds (2016),error
114,The Birth of a Nation,The Birth of a Nation,2016,tt4196450,6.3,"15,391",movie,N/A,Nate Parker (screenplay by)| Nate Parker (story by)| Jean McGianni Celestin (story by),120 min,True,07 Oct 2016,[{'Source': 'Internet Movie Database'| 'Value': '6.3/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '72%'}| {'Source': 'Metacritic'| 'Value': '69/100'}],R,Fox Searchlight Pictures,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MjI3NzQxMl5BMl5BanBnXkFtZTgwMTUwNjYyOTE@._V1_SX300.jpg,"Nat Turner, a literate slave and preacher in the antebellum South, orchestrates an uprising.",69,English,Biography| Drama| History,Nate Parker,10 Jan 2017,"USA, Canada","$15,849,340",4 wins & 26 nominations.,Nate Parker| Armie Hammer| Penelope Ann Miller| Jackie Earle Haley
116,The Infiltrator,The Infiltrator,2016,tt1355631,7.0,"51,533",movie,http://www.theinfiltrator.com/,Ellen Sue Brown (screenplay)| Robert Mazur (based on the book on),127 min,True,13 Jul 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.0/10'}| {'Source': 'Rotten Tomatoes'| 'Value': '70%'}| {'Source': 'Metacritic'| 'Value': '66/100'}],R,Broad Green Pictures,https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwNzM2NjY2MTNeQTJeQWpwZ15BbWU4MDQ3MDI3Njgx._V1_SX300.jpg,A U.S. Customs official uncovers a money laundering scheme involving Colombian drug lord Pablo Escobar.,66,"English, Spanish",Biography| Crime| Drama,Brad Furman,11 Oct 2016,UK,"$15,425,870",N/A,Bryan Cranston| Leanne Best| Daniel Mays| Tom Vaughan-Lawlor
118,Criminal (2016),error
120,"Hello, My Name is Doris",error
122,Love & Friendship,Love,2016–,tt4061080,7.7,"22,044",series,http://www.theinfiltrator.com/,Judd Apatow| Lesley Arfin,50 min,True,19 Feb 2016,[{'Source': 'Internet Movie Database'| 'Value': '7.7/10'}],TV-MA,,https://images-na.ssl-images-amazon.com/images/M/MV5BMjU1NjQ3Mjk4Ml5BMl5BanBnXkFtZTgwMzQ2Mzg0MTI@._V1_SX300.jpg,"A program that follows a couple who must navigate the exhilarations and humiliations of intimacy, commitment and other things they were hoping to avoid.",N/A,English,Comedy| Drama| Romance,N/A,,USA,,1 nomination.,Gillian Jacobs| Paul Rust| Claudia O'Doherty| Mike Mitchell
124,Carol,"Silent Night, Dead Night: A New Christmas Carol",2016,tt6240456,5.1,11,movie,N/A,Richard Chandler,N/A,True,10 Nov 2016,[{'Source': 'Internet Movie Database'| 'Value': '5.1/10'}],N/A,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMGJhMTdkZDctODJlZS00OTNiLWI1ZmItOTAzOTE0ZDVhYjJjXkEyXkFqcGdeQXVyMjM2OTAxNg@@._V1_SX300.jpg,N/A,N/A,English,Comedy| Crime,Richard Chandler,N/A,USA,N/A,N/A,Allan Alexander| Lilith Astaroth| Jim Baker| William Bloomfield
